(x, y), Year, Month, Town, Block, Floor_Area, Flat_Model, Lease_Commence_Date, Price_Per_Square_Meter
(6, 87),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(6, 88),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(6, 89),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(6, 90),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(6, 91),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(6, 92),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(6, 93),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(6, 94),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(6, 95),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(6, 96),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(6, 97),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(6, 98),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(6, 99),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(6, 100),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(6, 101),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(6, 102),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(6, 103),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(6, 104),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(6, 105),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(6, 106),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(6, 107),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(6, 108),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(6, 109),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(6, 110),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(6, 111),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(6, 112),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(6, 113),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(6, 114),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(6, 115),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(6, 116),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(6, 117),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(6, 118),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(6, 119),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(6, 120),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(6, 121),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(6, 122),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(6, 123),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(6, 124),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(6, 125),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(6, 126),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(6, 127),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(6, 128),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(6, 129),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(6, 130),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(6, 131),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(6, 132),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(6, 133),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(6, 134),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(6, 135),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(6, 136),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(6, 137),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(6, 138),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(6, 139),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(6, 140),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(6, 141),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(6, 142),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(6, 143),2022,06,PASIR RIS,208,148,Apartment,1993,4338
(6, 144),2022,06,PASIR RIS,208,148,Apartment,1993,4338
(6, 145),2022,06,PASIR RIS,208,148,Apartment,1993,4338
(6, 146),2022,06,PASIR RIS,208,148,Apartment,1993,4338
(6, 147),2022,06,PASIR RIS,208,148,Apartment,1993,4338
(6, 148),2022,06,PASIR RIS,208,148,Apartment,1993,4338
(6, 149),2022,08,PASIR RIS,135,151,Apartment,1994,4556
(6, 150),2022,08,PASIR RIS,135,151,Apartment,1994,4556
(7, 80),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 81),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 82),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 83),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 84),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 85),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 86),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 87),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 88),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 89),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 90),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 91),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 92),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 93),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 94),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 95),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 96),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 97),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 98),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 99),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 100),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 101),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 102),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 103),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 104),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 105),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 106),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 107),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 108),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 109),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 110),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 111),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 112),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 113),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 114),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 115),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 116),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 117),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 118),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 119),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 120),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 121),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 122),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 123),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(7, 124),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(7, 125),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(7, 126),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(7, 127),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(7, 128),2022,10,CHOA CHU KANG,663,141,Apartment,1999,4078
(7, 129),2022,10,CHOA CHU KANG,663,141,Apartment,1999,4078
(7, 130),2022,10,CHOA CHU KANG,663,141,Apartment,1999,4078
(7, 131),2022,10,CHOA CHU KANG,663,141,Apartment,1999,4078
(7, 132),2022,10,CHOA CHU KANG,663,141,Apartment,1999,4078
(7, 133),2022,10,CHOA CHU KANG,663,141,Apartment,1999,4078
(7, 134),2022,10,CHOA CHU KANG,663,141,Apartment,1999,4078
(7, 135),2022,10,CHOA CHU KANG,663,141,Apartment,1999,4078
(7, 136),2022,10,CHOA CHU KANG,663,141,Apartment,1999,4078
(7, 137),2022,10,CHOA CHU KANG,663,141,Apartment,1999,4078
(7, 138),2022,10,CHOA CHU KANG,663,141,Apartment,1999,4078
(7, 139),2022,10,CHOA CHU KANG,663,141,Apartment,1999,4078
(7, 140),2022,10,CHOA CHU KANG,663,141,Apartment,1999,4078
(7, 141),2022,10,CHOA CHU KANG,663,141,Apartment,1999,4078
(7, 142),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(7, 143),2022,06,PASIR RIS,208,148,Apartment,1993,4338
(7, 144),2022,06,PASIR RIS,208,148,Apartment,1993,4338
(7, 145),2022,06,PASIR RIS,208,148,Apartment,1993,4338
(7, 146),2022,06,PASIR RIS,208,148,Apartment,1993,4338
(7, 147),2022,06,PASIR RIS,208,148,Apartment,1993,4338
(7, 148),2022,06,PASIR RIS,208,148,Apartment,1993,4338
(7, 149),2022,08,PASIR RIS,135,151,Apartment,1994,4556
(7, 150),2022,08,PASIR RIS,135,151,Apartment,1994,4556
(8, 80),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 81),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 82),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 83),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 84),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 85),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 86),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 87),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 88),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 89),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 90),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 91),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 92),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 93),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 94),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 95),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 96),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 97),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 98),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 99),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 100),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 101),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 102),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 103),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 104),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 105),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 106),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 107),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 108),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 109),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 110),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 111),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 112),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 113),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 114),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 115),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 116),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 117),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 118),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 119),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 120),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 121),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 122),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 123),2022,06,CHOA CHU KANG,453,123,Premium Apartment,2000,3780
(8, 124),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(8, 125),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(8, 126),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(8, 127),2022,04,CHOA CHU KANG,616,127,Improved,1996,4055
(8, 128),2022,10,CHOA CHU KANG,663,141,Apartment,1999,4078
(8, 129),2022,10,CHOA CHU KANG,663,141,Apartment,1999,4078
(8, 130),2022,10,CHOA CHU KANG,663,141,Apartment,1999,4078
(8, 131),2022,10,CHOA CHU KANG,663,141,Apartment,1999,4078
(8, 132),2022,10,CHOA CHU KANG,663,141,Apartment,1999,4078
(8, 133),2022,10,CHOA CHU KANG,663,141,Apartment,1999,4078
(8, 134),2022,10,CHOA CHU KANG,663,141,Apartment,1999,4078
(8, 135),2022,10,CHOA CHU KANG,663,141,Apartment,1999,4078
(8, 136),2022,10,CHOA CHU KANG,663,141,Apartment,1999,4078
(8, 137),2022,10,CHOA CHU KANG,663,141,Apartment,1999,4078
(8, 138),2022,10,CHOA CHU KANG,663,141,Apartment,1999,4078
(8, 139),2022,10,CHOA CHU KANG,663,141,Apartment,1999,4078
(8, 140),2022,10,CHOA CHU KANG,663,141,Apartment,1999,4078
(8, 141),2022,10,CHOA CHU KANG,663,141,Apartment,1999,4078
(8, 142),2022,04,CHOA CHU KANG,461,142,Premium Apartment,2000,4085
(8, 143),2022,06,PASIR RIS,208,148,Apartment,1993,4338
(8, 144),2022,06,PASIR RIS,208,148,Apartment,1993,4338
(8, 145),2022,06,PASIR RIS,208,148,Apartment,1993,4338
(8, 146),2022,06,PASIR RIS,208,148,Apartment,1993,4338
(8, 147),2022,06,PASIR RIS,208,148,Apartment,1993,4338
(8, 148),2022,06,PASIR RIS,208,148,Apartment,1993,4338
(8, 149),2022,08,PASIR RIS,135,151,Apartment,1994,4556
(8, 150),2022,08,PASIR RIS,135,151,Apartment,1994,4556
